,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
12,6636,Polkadot,DOT,polkadot-new,587,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1225832121.5721467,1358091478.8773265,True,,13,,,,2023-09-22T07:47:00.000Z,4.0133017893047285,93521472.98250052,2.6376,-0.16085027,-2.40255113,-1.46528906,-9.02097592,-25.17608111,-20.58036924,4919634246.892708,0.4668,5450430962.22,,2023-09-22T07:47:00.000Z,,,,,,2023-09-22 11:18:33.464424
13,3890,Polygon,MATIC,polygon,959,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-22T07:47:00.000Z,0.5217207984372808,210871133.10407525,2.861,-0.12487959,-2.96168114,-0.05275583,-6.15586509,-30.15843608,-22.83511953,4862160843.838876,0.4613,5217207984.37,,2023-09-22T07:47:00.000Z,,,,,,2023-09-22 11:18:33.464424
14,2,Litecoin,LTC,litecoin,1002,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73679407.97743528,84000000.0,False,,15,,,,2023-09-22T07:47:00.000Z,64.61212000198796,297400329.9353502,-20.4988,-0.03565544,0.44368224,2.44534911,-0.72340903,-30.35911862,-29.09661942,4760582749.913477,0.4517,5427418080.17,,2023-09-22T07:47:00.000Z,,,,,,2023-09-22 11:18:33.464424
0,1,Bitcoin,BTC,bitcoin,10475,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19492575.0,19492575.0,False,,1,,,,2023-09-22T07:48:00.000Z,26623.06034652619,13930500248.764032,10.7191,0.00728682,-1.33474204,0.16404576,2.2476276,-10.76367139,-13.0453772,518952000534.18774,49.2379,559084267277.05,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
1,1027,Ethereum,ETH,ethereum,7421,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120228095.36047257,120228095.36047257,True,,2,,,,2023-09-22T07:48:00.000Z,1593.0507499114071,5158806942.996947,5.0201,0.08757643,-1.46981104,-2.18575839,-3.09566649,-15.06795131,-15.49443622,191529457474.421,18.1689,191529457474.42,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
2,825,Tether USDt,USDT,tether,62641,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83191016572.37025,86426198726.43625,True,,3,,,,2023-09-22T07:48:00.000Z,0.9998709651022804,21286979347.42356,3.8109,-0.02814758,-0.01047567,-0.02836935,0.03025795,0.00060237,-0.0654988,83180282028.05565,7.8906,86415046730.72,,2023-09-22T07:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-22 11:19:35.418993
3,1839,BNB,BNB,bnb,1632,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153847647.319992,153847647.319992,False,,4,,,,2023-09-22T07:48:00.000Z,210.98228449369,378303950.67209125,-1.1012,0.09282763,-1.14772665,-0.59691296,-2.26921088,-12.74060514,-14.33775175,32459128095.551437,3.0791,32459128095.55,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
4,52,XRP,XRP,xrp,1097,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53245240268.0,99988414766.0,False,,5,,,,2023-09-22T07:48:00.000Z,0.5099940716912251,846131291.1522166,-17.9016,0.27391008,0.14208187,3.03577177,-1.65466964,-29.97193973,3.64287083,27154756882.4549,2.576,50999407169.12,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
5,3408,USD Coin,USDC,usd-coin,14192,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25776869809.39747,25776869809.39747,False,,6,,,,2023-09-22T07:48:00.000Z,1.000086341709869,3130810517.6412544,7.7356,-0.00189323,0.01697649,-0.00253705,0.0120163,0.01276784,0.00581408,25779095428.411884,2.4455,25779095428.41,,2023-09-22T07:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-22 11:19:35.418993
6,74,Dogecoin,DOGE,dogecoin,799,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141107706383.7052,141107706383.7052,True,,7,,,,2023-09-22T07:48:00.000Z,0.06164914687905066,196912870.00066903,-3.7864,0.04587997,-1.41817818,-0.43373226,-2.03113141,-18.87660771,-9.1860548,8699169716.614996,0.8254,8699169716.61,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
7,2010,Cardano,ADA,cardano,938,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35118409105.815,36183233049.326,False,,8,,,,2023-09-22T07:48:00.000Z,0.2452742803868712,115181094.9594378,-0.8638,-0.12143082,-1.7402708,-2.4798555,-5.64179506,-21.95535185,-16.66515383,8613642521.76052,0.8171,11037342617.41,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
8,5426,Solana,SOL,solana,530,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,412612866.4747214,558108427.9630972,True,,9,,,,2023-09-22T07:48:00.000Z,19.584104712368433,233498102.47234705,-7.0097,-0.15449623,-1.40985533,2.63957804,-5.63548425,-20.49576339,14.42138716,8080653582.711437,0.7667,10930053894.08,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
9,11419,Toncoin,TON,toncoin,150,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,10,3414166606.0,7826575461.250863,,2023-09-22T07:48:00.000Z,2.2923824067333354,47670992.74025648,-6.3764,-1.38862252,-2.58227871,18.08061712,64.58366217,58.40111215,64.11946334,7867209043.467426,0.7464,11570934366.54,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
10,1958,TRON,TRX,tron,840,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89144777682.44849,89144813220.85925,True,,11,71659659264.0,5975333602.405159,,2023-09-22T07:48:00.000Z,0.08338490112535346,169963074.26580402,8.2232,0.09203488,-0.50243774,-0.70264371,9.13283549,2.02920639,15.29993888,7433328472.892583,0.7053,7433331436.26,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
11,4943,Dai,DAI,multi-collateral-dai,2603,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-22T07:48:00.000Z,0.9996973034146125,74590938.44606902,-9.2106,-0.0011332,0.05570768,-0.00406635,0.02726098,-0.01542288,0.00368609,5346269808.129442,0.5073,5346269808.13,,2023-09-22T07:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-22 11:19:35.418993
12,6636,Polkadot,DOT,polkadot-new,587,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1225832121.5721467,1358091478.8773265,True,,13,,,,2023-09-22T07:48:00.000Z,4.0136409652961476,93506139.46029566,2.5886,-0.14856123,-2.39256575,-1.45560063,-9.0214565,-25.15761844,-20.56184322,4920050019.717855,0.4668,5450891594.24,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
13,3890,Polygon,MATIC,polygon,959,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-22T07:48:00.000Z,0.5217543815499286,210866309.6366511,2.8489,-0.10633214,-2.9552663,-0.04261292,-6.15817655,-30.13764236,-22.83034662,4862473820.618447,0.4613,5217543815.5,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
14,2,Litecoin,LTC,litecoin,1002,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73679407.97743528,84000000.0,False,,15,,,,2023-09-22T07:48:00.000Z,64.61628102300251,297375426.24832493,-20.5087,-0.02698837,0.45692547,2.45487927,-0.71701059,-30.34648806,-29.09744644,4760889331.478411,0.4517,5427767605.93,,2023-09-22T07:48:00.000Z,,,,,,2023-09-22 11:19:35.418993
0,1,Bitcoin,BTC,bitcoin,10475,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19492575.0,19492575.0,False,,1,,,,2023-09-22T07:49:00.000Z,26627.172588271376,13928701015.845137,10.5661,0.05201993,-1.3435013,0.17220224,2.24564247,-10.80659792,-13.07009087,519032158714.8239,49.2455,559170624353.7,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
1,1027,Ethereum,ETH,ethereum,7421,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120228095.36047257,120228095.36047257,True,,2,,,,2023-09-22T07:49:00.000Z,1593.3237997457927,5159145662.824444,5.0404,0.11693672,-1.50104519,-2.1803567,-3.1502802,-15.09352274,-15.51221796,191562285735.94766,18.172,191562285735.95,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
2,825,Tether USDt,USDT,tether,62641,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83191016572.37025,86426198726.43625,True,,3,,,,2023-09-22T07:49:00.000Z,0.9999184297490901,21282983347.663128,3.675,-0.00451232,-0.01602311,-0.02230102,0.03308949,0.00128506,-0.05497965,83184230660.275,7.891,86419148919.72,,2023-09-22T07:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-22 11:20:36.723170
3,1839,BNB,BNB,bnb,1632,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153847647.319992,153847647.319992,False,,4,,,,2023-09-22T07:49:00.000Z,211.1022895821379,378213966.8344123,-1.6122,0.14761294,-1.01781839,-0.52248422,-2.35991978,-12.69656637,-14.25471164,32477590596.075573,3.0809,32477590596.08,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
4,52,XRP,XRP,xrp,1097,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53245240268.0,99988414766.0,False,,5,,,,2023-09-22T07:49:00.000Z,0.5101968659236455,845417780.1041076,-17.9819,0.35265531,0.22710109,3.13837362,-1.60962093,-29.87988841,3.66936082,27165554710.08509,2.577,51019686592.36,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
5,3408,USD Coin,USDC,usd-coin,14192,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25776869809.39747,25776869809.39747,False,,6,,,,2023-09-22T07:49:00.000Z,1.0000796435896147,3131331748.610643,7.6811,0.00224615,0.00059897,-0.00097063,0.00982121,0.0198635,0.00021252,25778922771.83812,2.4454,25778922771.84,,2023-09-22T07:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-22 11:20:36.723170
6,74,Dogecoin,DOGE,dogecoin,799,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141107706383.7052,141107706383.7052,True,,7,,,,2023-09-22T07:49:00.000Z,0.06168383977493319,196909842.07697007,-3.8406,0.11917635,-1.34850636,-0.35920286,-3.31650302,-20.06176089,-9.07653738,8704065151.58079,0.8255,8704065151.58,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
7,2010,Cardano,ADA,cardano,938,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35118409105.815,36183233049.326,False,,8,,,,2023-09-22T07:49:00.000Z,0.24535584326320511,115225937.6790816,-0.863,-0.09109602,-1.67354191,-2.40122397,-5.63548427,-22.0153334,-16.60480232,8616506880.219461,0.8174,11041012946.84,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
8,5426,Solana,SOL,solana,530,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,412612866.4747214,558108427.9630972,True,,9,,,,2023-09-22T07:49:00.000Z,19.600440196675784,233541208.41738158,-6.9537,-0.02542802,-1.29512793,2.75034708,-5.61744825,-20.42096284,14.58704307,8087393813.716746,0.7673,10939170865.55,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
9,11419,Toncoin,TON,toncoin,150,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,10,3414166606.0,7837146262.899789,,2023-09-22T07:49:00.000Z,2.2954785654358276,47578763.47286355,-6.8189,-1.23324133,-2.8118039,18.0104667,64.68991132,58.61845419,64.33998669,7877834726.020525,0.7472,11586562408.81,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
10,1958,TRON,TRX,tron,840,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89144777682.44849,89144813220.85925,True,,11,71659659264.0,5976664089.863043,,2023-09-22T07:49:00.000Z,0.08340346788204124,169377106.32740843,8.1495,0.1204077,-0.47333269,-0.67092773,9.09253455,2.08005898,15.33986711,7434983602.289799,0.7054,7434986566.32,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
11,4943,Dai,DAI,multi-collateral-dai,2603,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-22T07:49:00.000Z,0.9998695100244966,74592036.85326567,-8.9988,0.014735,0.07967351,0.00885072,0.03120048,0.01697974,0.02068507,5347190749.894554,0.5073,5347190749.89,,2023-09-22T07:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-22 11:20:36.723170
12,6636,Polkadot,DOT,polkadot-new,587,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1225832121.5721467,1358091478.8773265,True,,13,,,,2023-09-22T07:49:00.000Z,4.015192901737338,93490097.19824816,2.1649,-0.11328424,-2.3038228,-1.37805089,-9.01414179,-25.10903431,-20.51261047,4921952433.258105,0.467,5452999265.9,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
13,3890,Polygon,MATIC,polygon,959,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-22T07:49:00.000Z,0.5220845877484261,210839770.53364247,2.7958,-0.03215069,-2.85096833,0.05177334,-6.15471838,-30.08665038,-22.77339978,4865551167.071831,0.4616,5220845877.48,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
14,2,Litecoin,LTC,litecoin,1002,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73679407.97743528,84000000.0,False,,15,,,,2023-09-22T07:49:00.000Z,64.63485905410198,297126136.7294586,-20.5778,-0.01427829,0.5597679,2.50344163,-0.67637688,-30.30925052,-29.09678353,4762258149.811206,0.4517,5429328160.54,,2023-09-22T07:49:00.000Z,,,,,,2023-09-22 11:20:36.723170
